tweet_id,created_at,name,full_text,dog_types,dog_breed,retweet_count,favorite_count,rating_numerator,rating_denominator,breed_confidence
869702957897576449,2017-05-30 23:51:58+00:00,Stanley,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,,Pembroke,6728,29116,13.0,10.0,0.993449
869596645499047938,2017-05-30 16:49:31+00:00,Scout,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo,doggo,Chihuahua,3327,16476,12.0,10.0,0.955156
869227993411051520,2017-05-29 16:24:37+00:00,Gizmo,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,,Pembroke,4023,21112,13.0,10.0,0.664181
868552278524837888,2017-05-27 19:39:34+00:00,Cooper,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi",,Whippet,2240,10539,12.0,10.0,0.378151
867774946302451713,2017-05-25 16:10:44+00:00,Harold,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold https://t.co/ZYg3NZGICa,,Border Collie,7788,35179,13.0,10.0,0.661953
867421006826221569,2017-05-24 16:44:18+00:00,Shikha,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo https://t.co/XZlZKd73go,puppo,Eskimo Dog,2697,16755,12.0,10.0,0.6164569999999999
866686824827068416,2017-05-22 16:06:55+00:00,Lili,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely https://t.co/9b9J46E86Z,,Flat-Coated Retriever,3727,20070,12.0,10.0,0.51473
866450705531457537,2017-05-22 00:28:40+00:00,Jamesy,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender https://t.co/wk7TfysWHr",pupper,French Bulldog,32883,106827,13.0,10.0,0.905334
866334964761202691,2017-05-21 16:48:45+00:00,Coco,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.co/W86h5dgR6c,,Samoyed,15546,54720,12.0,10.0,0.984086
865718153858494464,2017-05-19 23:57:46+00:00,Boomer,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy https://t.co/pozUoHLkGg",,Golden Retriever,6008,26640,13.0,10.0,0.673664
865359393868664832,2017-05-19 00:12:11+00:00,Sammy,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 https://t.co/g20EmqK7vc,,Chesapeake Bay Retriever,5384,27530,13.0,10.0,0.832435
865006731092295680,2017-05-18 00:50:50+00:00,Nelly,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase https://t.co/LbkG5CiM7o,,Pembroke,8209,29063,13.0,10.0,0.989882
864279568663928832,2017-05-16 00:41:21+00:00,Meatball,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball https://t.co/S2HdmFFPck,,Bull Mastiff,3266,15195,12.0,10.0,0.668613
864197398364647424,2017-05-15 19:14:50+00:00,Paisley,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well https://t.co/cPq9fYvkzr,,Golden Retriever,9616,31459,13.0,10.0,0.945905
863553081350529029,2017-05-14 00:34:33+00:00,Neptune,This is Neptune. He's a backpup vocalist for the Dixie Chicks. 13/10 (vid by @AmiWinehouse) https://t.co/tordvmaaop,,Eskimo Dog,4489,15935,13.0,10.0,0.41333
863432100342583297,2017-05-13 16:33:49+00:00,Belle,This is Belle. She's never been more pupset. Encountered the worst imaginable type of zone. 12/10 would do anything to cheer pup https://t.co/fGQUzR8w3H,,Staffordshire Bullterrier,5664,24829,12.0,10.0,0.690517
863062471531167744,2017-05-12 16:05:02+00:00,Quinn,"Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help 

https://t.co/MOBkQnyHib https://t.co/EsOB4rLEKt",,French Bulldog,2687,8945,13.0,10.0,0.935804
862831371563274240,2017-05-12 00:46:44+00:00,Zooey,"This is Zooey. She's the world's biggest fan of illiterate delivery people. 13/10 not your fault they don't listen, Zooey https://t.co/ixOFQ1tfqE",,Australian Terrier,5457,20011,13.0,10.0,0.207281
862722525377298433,2017-05-11 17:34:13+00:00,Dave,"This is Dave. He passed the h*ck out. It's barely the afternoon on a Thursday, Dave. Get it together. Still 11/10 would boop mid-snooze https://t.co/Eme9Uar6v2",,Basset,3809,17779,11.0,10.0,0.39333
861383897657036800,2017-05-08 00:54:59+00:00,Hobbes,This is Hobbes. He's never seen bubbles before. 13/10 deep breaths buddy https://t.co/QFRlbZw4Z1,,Cardigan,11528,37744,13.0,10.0,0.771008
861005113778896900,2017-05-06 23:49:50+00:00,Burt,This is Burt. He thinks your thesis statement is comically underdeveloped. 12/10 intellectual af https://t.co/jH6EN9cEn6,,German Shepherd,4119,17538,12.0,10.0,0.507951
860563773140209665,2017-05-05 18:36:06+00:00,Lorenzo,"Meet Lorenzo. He's an avid nifty hat wearer and absolute 13/10, but he needs your help to beat cancer. Link below

https://t.co/qZdSdzm08p https://t.co/oDIQ1KkdPt",,Cardigan,2334,7878,13.0,10.0,0.583936
860524505164394496,2017-05-05 16:00:04+00:00,Carl,This is Carl. He likes to dance. Doesn't care what you think about it. 13/10 h*ckin confident pup https://t.co/C2zHcNIu4I,,Bedlington Terrier,5698,24678,13.0,10.0,0.286558
859924526012018688,2017-05-04 00:15:58+00:00,Milky,Meet Milky. She has no idea what happened. Just as pupset as you. Perhaps a sheep exploded. Even offered to help clean. 12/10 very good girl https://t.co/g8vpXFzw29,,French Bulldog,4349,20021,12.0,10.0,0.254587
859851578198683649,2017-05-03 19:26:06+00:00,Trooper,Meet Trooper. He picks pup recyclables that have blown out of bins in the neighborhood and puts them back. 13/10 environmentally savvy af https://t.co/BqSttrTuIl,,Labrador Retriever,3780,16105,13.0,10.0,0.899086
858471635011153920,2017-04-30 00:02:42+00:00,Sophie,This is Sophie. She just arrived. Used pawority shipping. Speedy as h*ck delivery. 13/10 would carefully assemble https://t.co/8jOC4zhNxy,,Pembroke,5271,22640,13.0,10.0,0.987407
858107933456039936,2017-04-28 23:57:28+00:00,Wyatt,This is Wyatt. He had an interview earlier today. Was just told he didn't get the job. A h*ckin injustice. Still 12/10 keep your chin pup https://t.co/QXA4sCXSDF,,Golden Retriever,3154,16524,12.0,10.0,0.863874
857989990357356544,2017-04-28 16:08:49+00:00,Rosie,This is Rosie. She was just informed of the walk that's about to happen. Knows there are many a stick along the way. 12/10 such excite https://t.co/sOl7cFaP5X,,French Bulldog,2812,16952,12.0,10.0,0.43258
857746408056729600,2017-04-28 00:00:54+00:00,Thor,Meet Thor. He doesn't have finals because he's a dog but is pupset you have finals. Just wants to play. 13/10 would abandon education for https://t.co/7IFn3rkJai,,Labrador Retriever,11524,36021,13.0,10.0,0.919832
857263160327368704,2017-04-26 16:00:39+00:00,Oscar,This is Oscar and Oliver. Oliver shrunk Oscar. Oscar isn't pleased about it. Quite pupset tbh. Oliver doesn't seem to mind. Both 13/10 https://t.co/e3U4NReleC,,Samoyed,4934,21041,13.0,10.0,0.998021
857029823797047296,2017-04-26 00:33:27+00:00,Zeke,This is Zeke. He performs group cheeky wink tutorials. Pawfect execution here. 12/10 would wink back https://t.co/uMH5CLjXJu,,Golden Retriever,4364,19910,12.0,10.0,0.968623
856543823941562368,2017-04-24 16:22:16+00:00,Callie,This is Callie. She'll be your navigator today. Takes her job very seriously. Will shift for you. One ear always in the pupholder. 12/10 https://t.co/Bh9DtLhIBO,,Boston Bull,3131,17135,12.0,10.0,0.30691
856282028240666624,2017-04-23 23:01:59+00:00,Cermet,"This is Cermet, Paesh, and Morple. They are absolute h*ckin superstars. Watered every day so they can grow. 14/10 for all https://t.co/GUefqUmZv8",,Chihuahua,6841,29086,14.0,10.0,0.8765430000000001
854732716440526848,2017-04-19 16:25:34+00:00,Marlee,This is Marlee. She fetched a flower and immediately requested that it be placed behind her ear. 12/10 elegant af https://t.co/nJztIEON5s,,Pembroke,6690,24188,12.0,10.0,0.6955479999999999
854482394044301312,2017-04-18 23:50:52+00:00,Arya,This is Arya. She can barely contain her excitement for more peanut butter. Also patriotic af. 13/10 https://t.co/AL4Ahm1Rm5,,Chihuahua,7608,31131,13.0,10.0,0.260242
854365224396361728,2017-04-18 16:05:17+00:00,Einstein,This is Einstein. He's having a really good day. Hopes you are too. H*ckin nifty tongue. 13/10 would snug intensely https://t.co/mdaQhhfpv6,,Pembroke,5159,20046,13.0,10.0,0.90708
853760880890318849,2017-04-17 00:03:50+00:00,Alice,Say hello to Alice. I'm told she enjoys car rides and smells good. 12/10 would give her everything she could ever want https://t.co/yT4vw8y77x,,Miniature Pinscher,6403,30414,12.0,10.0,0.292519
852912242202992640,2017-04-14 15:51:39+00:00,Benny,"Meet Benny. He likes being adorable and making fun of you while you're on the trampoline. 12/10 let's help him out

https://t.co/aVMjBqAy1x https://t.co/7gx2LksT3U",,Great Dane,2037,9658,12.0,10.0,0.7837649999999999
852672615818899456,2017-04-13 23:59:28+00:00,Aspen,This is Aspen. She's never tasted a stick so succulent. On the verge of tears. A face of pure appreciation. 12/10 https://t.co/VlyBzOXHEW,,Golden Retriever,2388,15939,12.0,10.0,0.7112350000000001
852553447878664193,2017-04-13 16:05:56+00:00,Jarod,This is Jarod. He likes having his belly brushed. Tongue ejects when you hit the right spot. 13/10 downright h*ckin adorable https://t.co/ArnxkyD2kC,,Bloodhound,3885,17492,13.0,10.0,0.186498
852189679701164033,2017-04-12 16:00:27+00:00,Sailor,This is Sailor. He has collected the best dirt in the area. As any good boy would. Under the impression you know what to do next. 12/10 https://t.co/jrFzScKWEG,,Bernese Mountain Dog,1741,12217,12.0,10.0,0.4153739999999999
850753642995093505,2017-04-08 16:54:09+00:00,Kyle,"This is Kyle. He made a joke about your shoes, then stuck his tongue out at you. Uncalled for. Step the h*ck up Kyle. 11/10 would forgive https://t.co/hLQ2Ilg2uN",,Pug,10352,33348,11.0,10.0,0.996952
850380195714523136,2017-04-07 16:10:12+00:00,Leo,This is Leo. He's a personal triathlon coach. Currently overseeing this athlete's push-pups. H*ckin brutal. 13/10 would do all he asks of me https://t.co/FXZQtBcnTO,,Yorkshire Terrier,2915,13994,13.0,10.0,0.2490119999999999
850019790995546112,2017-04-06 16:18:05+00:00,Boomer,Say hello to Boomer. He's a sandy pupper. Having a h*ckin blast. 12/10 would pet passionately https://t.co/ecb3LvExde,pupper,Shetland Sheepdog,5459,21944,12.0,10.0,0.759907
849412302885593088,2017-04-05 00:04:08+00:00,Noosh,This is Noosh. He noticed you were in the shower and thought you could use some company. 12/10 h*ckin loyal https://t.co/Uq3ChFgWA3,,Schipperke,3487,17039,12.0,10.0,0.907559
